10 10 10 10 20 20 10 10 10 10 10 10 10 10 10 10 20 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 20 30 10 20 20 10 10 20 30 10 10 20 30 10 20 10 10 10 10 10 10 10 10 10 20 20 10 10 10 10 10 10 10 30 10 20 10 10 10 20 20 10 20 30 10 40 40 10 40 50 20 30 50 10 10 10 10 10 10 20 10 10 30 10 20 10 10 10 20 20 30 10 10 10 10 10 10 20 20 20 10 10 10 10 30 40 10 10 10 10 20 10 10 20 20 40 10 20 40 40 10 20 10 10 10 10 10 70 60 20 10 0 20 20 40 50 40 40 10 10 10 10 20 50 40 50 60 10 20 20 10 10 10 20 10 30 10 10 20 30 20 30 40 20 10 10 20 10 20 20 10 10 20 10 10 10 10 40 30 40 40 250 250 10 40 20 30 60 10 10 40 30 10 30 20 20 10 10 50 50 30 20 40 30 10 30 10 20 20 30 30 30 20 20 20 20 10 30 30 20 10 20 10 40 10 30 20 60 30 10 40 30 30 50 40 20 50 40 30 10 10 10 10 20 10 20 20 50 20 50 50 30 30 10 10 20 50 40 10 20 30 30 40 10 20 50 50 20 50 20 40 40 20 40 250 250 60 40 250 30 20 50 50 10 20 20 250 250 40 250 250 30 20 30 20 50 20 20 40 10 30 20 50 50 20 60 40 50 10 70 20 40 30 20 60 30 20 60 30 40 
10 10 10 10 30 20 10 10 10 10 20 20 20 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 20 10 10 20 30 10 20 20 10 20 10 20 10 10 30 40 20 30 20 10 10 10 20 20 10 10 10 10 10 10 10 10 10 10 20 20 20 10 10 10 10 10 10 10 10 30 40 20 50 40 20 40 50 20 30 50 20 20 10 10 10 10 10 10 10 40 10 20 10 20 20 20 20 20 10 10 10 10 10 10 20 20 10 20 10 10 20 40 50 10 10 10 20 30 20 20 10 10 50 10 10 40 50 20 20 10 10 10 10 20 70 60 20 20 20 0 10 50 50 40 40 10 10 10 10 20 50 50 50 60 10 10 20 10 10 20 20 10 30 20 20 20 20 20 30 40 10 20 10 10 10 10 20 10 10 10 10 10 10 10 40 30 40 40 250 250 20 50 10 30 60 20 10 50 30 10 40 10 10 10 10 50 50 40 30 50 40 20 40 10 20 30 30 30 30 10 20 30 10 10 40 30 20 20 20 10 50 10 30 20 60 30 20 50 30 40 50 40 10 50 40 30 10 20 10 10 20 10 20 10 50 20 60 60 30 30 20 10 10 60 40 20 30 30 30 40 20 10 50 50 10 50 10 50 40 20 40 250 250 60 50 250 30 30 50 50 20 20 20 250 250 40 250 250 40 30 40 30 50 20 10 40 20 20 20 50 50 20 60 50 50 20 70 20 40 40 20 60 30 20 60 40 40 
10 10 10 10 20 10 10 10 10 10 10 10 10 10 10 10 20 20 10 10 10 10 20 20 20 20 10 10 10 10 20 10 10 20 30 10 20 20 10 20 10 10 20 10 30 40 20 20 20 10 10 10 10 10 10 10 10 20 10 10 20 10 10 10 20 20 10 10 10 10 10 20 10 10 10 40 50 20 50 40 20 40 50 20 30 50 20 20 10 20 10 10 20 20 10 50 10 20 20 20 20 10 10 10 10 10 10 10 10 10 20 20 10 20 10 10 20 40 50 20 10 10 20 10 10 20 10 10 50 10 20 40 50 10 20 10 10 10 10 20 70 60 10 20 20 10 0 50 50 40 40 10 20 10 10 20 50 50 50 60 10 20 20 10 10 20 20 10 30 20 20 20 10 20 30 40 10 20 10 10 20 10 20 20 10 20 20 20 10 10 30 20 40 40 250 250 20 50 10 30 60 20 20 50 30 20 50 20 20 10 10 50 50 50 40 50 40 20 50 20 10 20 30 30 30 20 20 20 10 10 50 30 20 20 20 20 50 10 20 10 60 30 20 50 30 40 50 40 10 50 40 30 20 20 20 20 20 20 10 20 50 20 60 60 30 30 30 20 20 60 40 20 30 30 30 40 20 20 50 50 20 50 20 50 40 20 40 250 250 60 50 250 30 40 50 50 20 30 30 250 250 40 250 250 20 10 40 20 50 20 20 40 20 30 20 50 50 20 60 30 50 20 70 20 40 40 20 60 30 30 60 30 40 
40 40 40 40 50 50 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 30 40 40 40 40 40 50 40 30 20 30 40 50 50 40 50 50 60 40 40 10 10 40 50 40 40 40 40 50 40 40 40 40 50 50 40 40 40 30 40 40 40 60 40 40 40 40 40 50 50 40 60 70 20 10 10 50 10 10 20 20 10 50 40 40 40 40 40 40 40 40 70 50 40 40 50 50 50 50 50 40 40 40 40 40 40 50 50 40 50 40 50 40 10 10 40 30 40 50 50 40 50 50 40 10 40 50 10 10 50 50 40 50 30 50 40 30 20 50 40 40 50 50 0 10 10 10 40 40 40 40 50 10 10 10 10 50 30 50 40 30 50 50 40 30 50 20 40 60 50 10 20 50 50 40 50 40 40 50 40 40 40 40 50 50 50 70 60 20 20 250 250 50 10 50 30 20 20 40 10 10 40 70 40 40 50 50 10 10 70 60 30 20 40 70 40 50 50 20 30 30 50 50 60 50 50 70 30 50 50 50 50 30 50 60 50 10 20 30 30 30 20 10 10 50 30 20 60 40 40 40 40 50 40 50 40 10 50 40 40 30 30 50 40 50 40 10 40 50 30 30 30 40 40 10 10 50 10 40 30 20 20 20 250 250 20 10 250 30 60 30 30 40 50 20 250 250 20 250 250 60 50 20 50 30 50 30 20 50 20 40 30 10 50 40 70 30 40 30 40 20 20 60 20 60 50 20 70 40 
50 40 40 40 50 50 40 40 50 40 40 40 40 40 40 40 50 50 50 40 40 40 50 40 40 40 50 40 40 40 50 50 40 20 30 40 50 50 40 50 50 60 50 40 20 10 50 60 50 40 40 40 50 40 40 40 50 50 50 40 40 40 30 40 50 50 60 50 40 50 40 40 50 50 40 60 70 30 10 10 50 10 10 20 20 10 50 40 40 50 50 40 50 40 40 70 50 40 40 50 50 50 50 50 40 40 40 40 40 40 50 50 40 50 40 50 50 10 10 40 40 40 50 50 50 50 50 40 10 40 50 10 10 50 60 40 50 40 50 50 30 20 50 50 50 50 50 10 0 10 10 50 50 40 40 50 10 10 10 10 50 40 50 40 30 50 50 40 30 50 30 40 60 50 10 20 50 50 40 50 40 40 60 50 40 40 40 50 50 50 70 60 20 20 250 250 50 10 50 30 10 30 50 10 10 50 70 50 50 50 50 10 10 70 60 40 30 50 70 50 50 50 30 30 30 50 50 60 50 50 70 30 50 50 50 50 40 50 60 50 10 20 40 40 30 30 10 10 50 30 20 60 50 40 40 50 50 50 50 40 10 50 50 50 30 30 50 50 50 50 10 50 60 30 30 30 40 40 10 10 50 10 40 40 20 30 20 250 250 10 10 250 40 60 30 30 40 50 30 250 250 20 250 250 60 50 30 50 30 60 40 20 50 30 40 30 10 50 40 70 30 50 30 40 20 30 60 20 60 50 20 70 40 
40 30 30 30 40 40 30 30 40 30 30 40 30 30 30 30 40 40 40 30 30 30 40 40 30 40 40 30 30 30 40 40 30 10 20 30 40 40 40 40 40 50 40 30 10 10 40 50 40 30 30 30 40 30 30 30 40 40 40 30 30 30 20 30 40 40 50 40 40 40 30 30 40 40 30 50 60 20 10 10 40 10 10 20 20 10 40 30 30 40 40 30 40 40 40 60 40 40 40 40 40 40 40 40 30 30 30 30 30 40 40 40 30 40 40 40 40 10 10 30 30 30 40 40 40 40 40 30 10 30 40 10 10 40 50 30 40 30 40 40 30 20 40 40 40 40 40 10 10 0 10 40 40 30 30 40 10 10 10 20 40 30 40 40 30 40 40 40 20 40 20 30 50 40 10 20 40 40 30 40 30 30 50 40 30 40 40 40 40 40 60 50 10 10 250 250 40 10 40 20 10 20 40 10 10 40 60 40 40 40 40 10 10 60 50 30 20 40 60 40 40 40 20 20 20 40 40 50 40 40 60 20 40 40 40 40 30 40 50 40 20 10 30 30 20 20 10 10 40 20 10 50 40 30 30 40 40 40 40 40 10 40 40 40 20 20 40 40 40 40 10 40 50 20 20 20 30 40 10 10 40 10 30 30 20 20 10 250 250 20 10 250 30 50 20 20 30 40 20 250 250 10 250 250 60 50 20 40 20 50 30 10 40 20 40 20 10 40 30 70 30 40 30 30 20 20 50 20 50 50 20 60 30 
40 30 30 30 40 40 30 30 40 30 30 40 30 30 30 30 40 40 40 30 30 30 40 40 30 40 40 30 30 30 40 40 30 10 20 30 40 40 40 40 40 50 40 30 10 10 40 50 40 30 30 30 40 30 30 30 40 40 40 30 30 30 20 30 40 40 50 40 40 40 30 30 40 40 30 50 60 20 10 10 40 10 10 20 20 10 40 30 30 40 40 30 40 40 40 60 40 40 40 40 40 40 40 40 30 30 30 30 30 40 40 40 30 40 40 40 40 10 10 30 30 30 40 40 40 40 40 30 10 30 40 10 10 40 50 30 40 30 40 40 20 10 40 40 40 40 40 10 10 10 0 40 40 30 30 40 10 10 10 10 40 30 40 40 30 40 40 40 20 40 20 30 50 40 10 20 40 40 30 40 30 30 50 40 30 40 40 40 40 40 60 50 10 10 250 250 40 10 40 20 20 20 40 10 10 40 60 40 40 40 40 20 10 60 50 30 20 40 60 40 40 40 20 20 20 40 40 50 40 40 60 20 40 40 40 40 30 40 50 40 10 10 30 30 20 20 10 10 40 20 10 50 40 30 30 40 40 40 40 40 10 40 40 40 20 20 40 40 40 40 10 40 50 20 20 20 30 40 10 10 40 10 30 30 20 20 10 250 250 20 10 250 30 50 20 20 30 40 20 250 250 10 250 250 60 50 20 40 20 50 30 10 40 20 40 20 10 40 30 70 30 40 20 30 20 20 50 10 50 50 10 60 30 
10 10 10 10 20 10 10 10 10 10 10 10 20 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 20 30 10 20 20 10 10 10 20 10 10 20 30 10 20 10 10 10 10 10 20 10 10 10 10 10 10 10 10 10 10 10 10 20 10 10 10 10 10 10 10 10 30 40 10 40 40 10 40 50 20 30 50 10 20 10 10 10 10 10 10 10 40 10 20 10 10 20 10 10 20 10 10 10 10 10 10 10 10 10 10 10 10 10 30 40 10 10 10 10 20 10 10 10 10 40 10 10 40 40 20 20 10 10 10 10 10 70 60 10 10 10 10 10 40 50 40 40 0 10 10 10 10 50 40 50 60 10 10 20 10 10 10 20 10 30 10 10 20 20 20 30 40 10 20 10 10 10 10 20 10 10 10 10 10 10 10 30 20 40 40 250 250 20 40 10 30 60 10 10 40 30 10 40 10 10 10 10 50 50 40 30 40 30 20 40 10 10 20 30 30 30 10 10 20 10 10 40 30 20 10 10 10 40 10 20 10 60 30 10 40 30 30 50 40 10 50 40 20 10 10 10 10 10 10 20 10 50 10 50 50 30 30 20 10 10 50 40 10 20 30 30 40 10 10 50 50 20 50 10 40 40 20 40 250 250 60 40 250 30 30 50 50 20 20 20 250 250 40 250 250 30 20 30 20 50 20 10 40 20 20 20 50 50 10 60 40 50 10 70 20 40 30 20 60 20 20 60 30 40 
10 10 10 10 20 10 10 10 10 10 10 10 20 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 20 30 10 20 20 10 10 10 20 10 10 20 30 10 20 10 10 10 10 10 20 10 10 10 10 10 10 10 10 10 10 10 10 20 10 10 10 10 10 10 10 10 30 40 10 40 40 10 40 50 20 30 50 10 10 10 10 10 10 10 10 10 40 10 20 10 10 10 10 10 20 10 10 10 10 10 10 10 10 10 10 10 10 10 30 40 10 10 10 10 20 10 10 10 10 40 10 10 40 40 10 20 10 10 10 10 10 70 60 10 10 10 10 20 40 50 40 40 10 0 10 10 10 50 40 50 60 10 10 20 10 10 10 20 10 30 20 10 10 20 20 30 40 20 10 10 20 10 10 20 10 10 10 10 10 10 10 30 20 40 40 250 250 10 40 10 30 60 10 20 40 30 10 40 10 10 10 10 50 50 40 30 40 30 20 40 10 10 20 30 30 30 10 10 20 10 10 40 30 20 10 10 10 40 10 20 10 60 30 10 40 30 30 50 40 20 50 40 20 10 10 10 10 20 10 10 20 50 10 50 50 30 30 20 10 10 50 40 10 20 30 30 40 20 10 50 50 20 50 10 40 40 10 40 250 250 60 40 250 20 30 50 50 20 30 20 250 250 40 250 250 30 20 30 20 50 20 10 40 10 20 20 50 50 10 60 40 50 10 70 20 40 30 20 60 30 20 60 30 40 
10 10 10 10 20 20 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 20 10 20 20 10 20 10 20 10 10 20 30 10 20 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 20 10 10 10 10 10 10 10 10 30 40 10 40 30 10 30 40 20 30 40 10 10 10 10 10 10 10 10 10 40 10 20 10 10 20 20 20 20 10 10 10 10 10 10 20 20 10 10 10 10 10 30 40 10 10 10 20 20 10 10 10 10 40 10 10 30 40 20 20 10 10 10 10 10 60 50 20 10 10 10 10 40 40 30 30 10 10 0 10 20 40 40 40 50 10 10 20 10 10 10 20 10 20 20 10 10 20 20 30 40 10 20 10 10 10 10 20 10 10 10 10 10 10 10 40 30 30 30 250 250 20 40 10 20 50 10 10 40 20 10 40 10 10 10 10 40 40 40 30 40 30 20 40 10 10 20 20 20 20 10 20 30 10 10 40 20 20 10 20 10 40 10 30 20 50 20 20 40 20 30 40 30 10 40 30 30 10 10 10 10 20 10 10 10 40 20 50 50 20 20 20 10 10 50 30 10 20 20 20 30 10 10 40 40 10 40 10 40 40 20 30 250 250 50 40 250 30 30 40 40 10 20 20 250 250 30 250 250 30 20 30 20 40 20 10 30 20 20 10 40 40 20 50 40 50 10 60 10 40 30 20 50 30 20 50 40 30 
10 10 10 10 20 20 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 20 10 20 20 10 20 20 20 10 10 20 30 10 20 10 10 10 10 10 10 10 10 10 20 10 10 10 10 10 10 10 20 20 10 10 20 10 10 20 10 10 30 40 20 40 30 10 30 40 20 30 40 20 10 10 10 10 10 10 10 10 40 10 20 10 10 10 10 10 20 10 10 10 10 10 10 10 10 10 20 10 10 10 30 40 10 10 10 10 20 10 10 10 10 40 10 10 30 40 10 20 10 10 10 10 10 60 50 10 20 10 10 10 40 40 30 30 10 10 10 0 10 40 40 40 50 10 10 20 10 10 10 20 10 20 10 20 10 20 20 30 40 10 10 10 20 10 10 20 10 10 20 10 10 10 10 30 20 30 30 250 250 10 40 20 20 50 20 10 40 20 10 40 10 10 10 10 40 40 40 30 40 30 20 40 10 10 20 20 20 20 10 10 20 10 10 40 20 20 10 10 20 40 10 20 10 50 20 10 40 20 30 40 30 20 40 30 20 10 10 10 20 20 10 10 10 40 10 50 50 20 20 20 10 10 50 30 20 30 20 20 30 10 10 40 40 20 40 10 40 40 20 30 250 250 50 40 250 30 30 40 40 10 20 20 250 250 30 250 250 20 10 30 20 40 20 10 30 20 20 10 40 40 20 50 30 50 20 60 10 40 30 20 50 10 20 50 30 30 
20 20 10 10 30 20 10 20 10 10 20 10 20 20 10 10 10 20 20 10 10 20 20 10 20 20 20 10 20 20 20 20 10 20 30 10 30 20 20 20 20 30 20 10 30 40 20 20 20 20 10 10 10 20 10 10 10 20 20 10 20 10 10 20 20 20 30 20 20 20 10 10 20 20 20 30 40 20 50 40 20 40 50 30 40 50 20 20 20 20 10 20 20 20 20 40 20 20 20 20 20 10 10 30 10 20 20 10 10 20 10 10 10 20 20 10 20 40 50 20 10 10 10 30 20 10 20 20 50 10 20 40 50 20 30 20 20 20 20 20 70 60 20 20 20 20 20 50 50 40 40 10 10 20 10 0 50 50 50 60 20 20 20 20 20 10 30 20 30 20 20 20 30 20 40 50 20 20 10 20 20 20 30 20 10 20 20 20 20 20 30 20 40 40 250 250 20 50 20 30 60 20 20 50 30 20 40 20 20 20 20 50 50 40 30 50 40 20 40 10 10 30 30 30 30 10 10 20 20 20 40 30 20 20 10 20 50 20 10 10 60 30 20 50 30 40 50 40 20 50 40 10 10 10 10 20 20 20 20 20 50 10 60 60 30 30 20 10 20 60 40 20 30 30 30 40 20 20 50 50 20 50 10 50 50 20 40 250 250 60 50 250 30 30 50 50 20 30 20 250 250 40 250 250 30 20 40 30 50 30 10 40 20 30 20 50 50 20 60 40 60 20 70 20 50 40 30 60 30 30 60 30 40 
50 40 40 40 50 50 40 40 50 40 40 40 40 40 40 40 50 50 50 40 40 40 50 40 40 40 50 40 40 40 50 50 40 20 30 40 50 50 40 50 50 60 50 40 20 10 50 60 50 40 40 40 50 40 40 40 50 50 50 40 40 40 30 40 50 50 60 50 40 50 40 40 50 50 40 60 70 30 10 10 50 10 10 20 20 10 50 40 40 50 50 40 50 40 40 70 50 40 40 50 50 50 50 50 40 40 40 40 40 40 50 50 40 50 40 50 50 10 10 40 40 40 50 50 50 50 50 40 10 40 50 10 10 50 60 40 50 40 50 50 40 30 50 50 50 50 50 10 10 10 10 50 50 40 40 50 0 10 10 10 50 40 50 40 30 50 50 40 30 50 30 40 60 50 10 20 50 50 40 50 40 40 60 50 40 40 40 50 50 50 70 60 20 20 250 250 50 10 50 30 20 30 50 10 10 50 70 50 50 50 50 20 10 70 60 40 30 50 70 50 50 50 30 30 30 50 50 60 50 50 70 30 50 50 50 50 40 50 60 50 10 20 40 40 30 30 10 10 50 30 20 60 50 40 40 50 50 50 50 40 10 50 50 50 30 30 50 50 50 50 10 50 60 30 30 30 40 40 10 10 50 10 40 40 20 30 20 250 250 20 10 250 40 60 30 30 40 50 30 250 250 20 250 250 60 50 30 50 30 60 40 20 50 30 40 30 10 50 40 70 30 50 40 40 20 30 60 30 60 50 30 70 40 
40 40 40 40 50 50 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 30 40 40 40 40 40 50 40 30 20 30 40 50 50 40 50 50 60 40 40 10 10 40 50 40 40 40 40 50 40 40 40 40 50 50 40 40 40 30 40 40 40 60 40 40 40 40 40 50 50 40 60 70 20 10 10 50 10 10 20 20 10 50 40 40 40 40 40 40 40 40 70 50 40 40 50 50 50 50 50 40 40 40 40 40 40 50 50 40 50 40 50 40 10 10 40 30 40 50 50 40 50 50 40 10 40 50 10 10 50 50 40 50 30 50 40 30 20 50 40 40 50 50 10 10 10 10 40 40 40 40 50 10 0 10 10 50 30 50 40 30 50 50 40 30 50 20 40 60 50 10 20 50 50 40 50 40 40 50 40 40 40 40 50 50 50 70 60 20 20 250 250 50 10 50 30 20 20 40 10 10 40 70 40 40 50 50 10 10 70 60 30 20 40 70 40 50 50 20 30 30 50 50 60 50 50 70 30 50 50 50 50 30 50 60 50 10 20 30 30 30 20 10 10 50 30 20 60 40 40 40 40 50 40 50 40 10 50 40 40 30 30 50 40 50 40 10 40 50 30 30 30 40 40 10 10 50 10 40 30 20 20 20 250 250 20 10 250 30 60 30 30 40 50 20 250 250 20 250 250 60 50 20 50 30 50 30 20 50 20 40 30 10 50 40 70 30 40 30 40 20 20 60 20 60 50 20 70 40 
50 40 40 40 50 50 40 40 50 40 40 40 40 40 40 40 50 50 50 40 40 40 50 40 40 40 50 40 40 40 50 50 40 20 30 40 50 50 40 50 50 60 50 40 20 10 50 60 50 40 40 40 50 40 40 40 50 50 50 40 40 40 30 40 50 50 60 50 40 50 40 40 50 50 40 60 70 30 10 10 50 10 10 20 20 20 50 40 40 50 50 40 50 40 40 70 50 40 40 50 50 50 50 50 40 40 40 40 40 40 50 50 40 50 40 50 50 10 10 40 40 40 50 50 50 50 50 40 10 40 50 10 10 50 60 40 50 40 50 50 40 30 50 50 50 50 50 10 10 10 10 50 50 40 40 50 10 10 0 10 50 40 50 40 30 50 50 40 30 50 30 40 60 50 10 20 50 50 40 50 40 40 60 50 40 40 40 50 50 50 70 60 20 20 250 250 50 20 50 30 10 30 50 20 10 50 70 50 50 50 50 20 10 70 60 40 30 50 70 50 50 50 30 30 30 50 50 60 50 50 70 30 50 50 50 50 40 50 60 50 10 20 40 40 30 30 10 10 50 30 20 60 50 40 40 50 50 50 50 40 10 50 50 50 30 30 50 50 50 50 10 50 60 30 30 30 40 40 20 20 50 10 40 40 20 30 20 250 250 10 10 250 40 60 30 30 40 50 30 250 250 20 250 250 60 50 30 50 30 60 40 20 50 30 40 30 20 50 40 70 30 50 40 40 20 30 60 30 60 50 30 70 40 
60 50 50 50 60 60 50 50 60 50 50 50 50 50 50 50 60 60 60 50 50 50 60 50 50 50 60 50 50 50 60 60 50 30 40 50 60 60 50 60 60 70 60 50 30 20 60 70 60 50 50 50 60 50 50 50 60 60 60 50 50 50 40 50 60 60 70 60 50 60 50 50 60 60 50 70 80 40 10 10 60 10 20 30 30 20 60 50 50 60 60 50 60 50 50 80 60 50 50 60 60 60 60 60 50 50 50 50 50 50 60 60 50 60 50 60 60 20 20 50 50 50 60 60 60 60 60 50 20 50 60 10 10 60 70 50 60 50 60 60 40 30 60 60 60 60 60 10 10 20 10 60 60 50 50 60 10 10 10 0 60 50 60 50 40 60 60 50 40 60 40 50 70 60 20 30 60 60 50 60 50 50 70 60 50 50 50 60 60 60 80 70 30 30 250 250 60 20 60 40 20 40 60 20 20 60 80 60 60 60 60 20 10 80 70 50 40 60 80 60 60 60 40 40 40 60 60 70 60 60 80 40 60 60 60 60 50 60 70 60 10 30 50 50 40 40 10 10 60 40 30 70 60 50 50 60 60 60 60 50 10 60 60 60 40 40 60 60 60 60 10 60 70 40 40 40 50 50 20 20 60 20 50 50 30 40 30 250 250 20 10 250 50 70 40 40 50 60 40 250 250 30 250 250 70 60 40 60 40 70 50 30 60 40 50 40 20 60 50 80 40 60 40 50 30 40 70 30 70 60 30 80 50 
10 10 10 10 20 20 10 10 10 10 10 10 10 10 10 10 10 20 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 20 30 10 20 20 10 20 20 20 10 10 30 40 10 10 20 10 10 10 10 10 10 10 10 10 20 10 10 10 10 10 20 20 20 10 10 10 10 10 20 10 10 30 40 20 50 40 10 40 50 20 30 50 10 10 10 10 10 10 10 10 10 40 10 20 10 10 10 10 10 20 10 10 10 10 10 10 20 20 10 10 10 10 20 40 50 10 10 10 20 20 20 10 10 20 50 10 10 40 50 10 20 10 10 10 10 10 70 60 10 10 10 10 10 50 50 40 40 10 10 10 10 20 50 50 50 60 0 10 20 10 10 20 20 10 30 10 20 20 20 10 30 40 10 10 10 20 10 10 20 10 10 10 10 20 10 10 30 20 40 40 250 250 10 50 20 30 60 20 20 50 30 10 40 10 10 10 10 50 50 40 30 50 40 20 40 10 10 20 30 30 30 10 20 20 10 10 40 30 10 10 20 10 50 10 20 10 60 30 10 50 30 40 50 40 20 50 40 30 10 10 10 10 20 10 10 20 50 20 60 60 30 30 20 10 10 60 40 10 20 30 30 40 20 10 50 50 20 50 10 50 40 20 40 250 250 60 50 250 30 30 50 50 20 30 20 250 250 40 250 250 20 10 40 20 50 10 20 40 20 20 20 50 50 20 60 30 50 20 70 20 40 40 20 60 30 20 60 30 40 
10 10 10 10 30 20 10 10 20 10 20 20 20 10 10 10 10 10 10 10 20 10 10 10 10 20 10 10 10 10 20 20 10 20 30 10 30 30 10 20 20 30 10 10 10 20 20 20 10 10 10 10 10 20 10 10 10 10 20 10 10 10 10 10 20 20 30 10 20 10 10 10 20 20 10 30 40 20 30 30 20 30 40 20 30 40 10 20 20 10 10 10 10 10 10 40 10 20 10 20 20 20 10 30 10 10 10 10 20 10 20 20 20 20 20 10 10 20 30 10 10 10 10 30 20 20 20 20 30 10 10 30 30 20 30 10 10 20 10 20 60 50 20 20 20 10 20 30 40 30 30 10 10 10 10 20 40 30 40 50 10 0 30 10 10 20 30 10 30 20 20 10 30 20 20 30 10 20 10 20 20 10 20 20 10 20 20 20 20 10 40 30 40 40 250 250 20 30 20 30 50 20 20 30 30 10 40 10 10 20 10 40 40 40 30 30 20 20 40 10 20 30 20 30 30 10 20 30 20 10 40 30 20 20 20 10 30 10 30 20 50 20 20 30 30 20 40 30 20 50 40 30 20 20 10 10 20 20 10 10 40 20 40 40 30 30 20 10 20 40 40 20 30 30 30 30 20 10 40 40 20 40 20 30 30 20 40 250 250 50 30 250 30 30 50 50 20 20 20 250 250 40 250 250 40 30 20 30 50 20 20 40 20 20 20 50 40 30 60 50 40 20 60 20 30 20 30 50 30 30 50 40 40 
10 20 20 10 10 10 20 10 20 20 10 10 10 10 20 10 20 20 20 20 10 10 20 20 20 10 20 20 20 10 10 20 20 20 30 20 10 10 20 20 10 20 20 20 30 40 10 10 20 10 10 20 10 10 20 20 20 30 20 10 20 20 10 20 20 20 20 20 30 10 20 20 10 20 20 40 50 20 50 40 10 40 50 30 40 50 20 20 20 20 20 20 30 20 20 50 20 10 10 20 10 20 10 20 20 20 20 20 20 20 20 20 10 10 20 20 20 40 50 20 10 20 10 10 10 10 10 20 50 20 30 40 50 10 10 20 20 20 20 20 70 60 10 20 20 20 20 50 50 40 40 20 20 20 20 20 50 50 50 60 20 30 0 20 20 20 10 20 30 20 20 20 20 10 40 50 20 10 20 20 20 20 30 20 20 20 20 10 20 20 40 30 40 40 250 250 20 50 20 30 60 20 30 50 30 20 50 30 20 10 20 50 50 50 40 50 40 30 50 20 20 10 30 30 30 20 10 10 30 20 50 30 10 20 20 20 50 20 30 20 60 30 20 50 30 40 50 40 20 50 40 30 20 20 10 20 30 20 20 30 50 20 60 60 30 30 30 20 30 60 40 10 20 30 30 40 20 30 50 50 30 50 20 50 50 30 40 250 250 60 50 250 40 40 50 50 20 30 30 250 250 40 250 250 20 20 40 10 50 20 20 40 20 40 20 50 50 20 60 30 60 20 70 20 50 40 20 60 40 20 60 20 40 
10 10 10 10 20 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 20 10 10 20 30 10 20 20 10 20 10 20 10 10 20 30 10 20 10 10 10 10 10 20 10 10 10 10 10 10 10 10 10 10 10 10 20 10 10 10 10 10 10 10 10 30 40 10 40 40 10 30 40 10 20 40 10 10 10 10 10 10 10 10 10 40 10 10 10 10 20 10 10 20 10 10 10 10 10 10 20 20 10 20 10 10 10 30 40 10 10 10 20 20 10 20 10 10 40 10 10 40 40 20 20 10 10 10 10 10 70 60 10 10 10 10 10 40 40 40 40 10 10 10 10 20 40 40 40 50 10 10 20 0 10 20 20 10 30 20 10 10 20 20 20 30 10 20 10 20 10 10 10 10 10 10 10 10 10 10 30 20 40 40 250 250 20 40 10 30 50 10 10 40 30 10 40 10 10 20 10 50 40 40 30 40 30 10 40 10 10 20 30 30 30 10 20 20 10 10 40 30 20 10 20 10 40 10 20 10 50 30 20 40 30 30 40 30 20 50 40 30 10 10 10 10 20 10 10 10 40 20 50 50 30 30 20 10 10 50 40 20 30 30 30 40 20 10 50 50 10 40 10 40 30 20 40 250 250 50 40 250 30 30 50 50 20 20 30 250 250 40 250 250 20 10 30 20 50 20 20 40 20 20 10 50 50 20 60 30 40 10 70 20 30 30 30 60 30 20 60 30 40 
